Fecha y hora del ciclo Pomodoro:
Y-m-d Fuera del horario laboral. Ciclo Pomodoro pausado.
2025-07-15 Trabajando..., vas 0 minutos
2025-07-23 16:55:46 Trabajando..., vas 7 minutos
2025-07-23 16:56:46 Trabajando..., vas 8 minutos
2025-07-23 16:57:46 Trabajando..., vas 9 minutos
2025-07-23 16:58:46 Trabajando..., vas 10 minutos
2025-07-23 16:59:46 Trabajando..., vas 11 minutos
2025-07-23 17:00:46 Trabajando..., vas 12 minutos
2025-07-23 17:01:46 Trabajando..., vas 13 minutos
2025-07-23 17:02:46 Trabajando..., vas 14 minutos
2025-07-23 17:03:46 Trabajando..., vas 15 minutos
2025-07-23 17:04:46 Trabajando..., vas 16 minutos
2025-07-23 17:05:47 Trabajando..., vas 17 minutos
2025-07-23 17:06:47 Trabajando..., vas 18 minutos
2025-07-23 17:07:47 Trabajando..., vas 19 minutos
2025-07-23 17:08:47 Trabajando..., vas 20 minutos
2025-07-23 17:09:47 Trabajando..., vas 21 minutos
2025-07-23 17:10:47 Trabajando..., vas 22 minutos
2025-07-23 17:11:47 Trabajando..., vas 23 minutos
2025-07-23 17:12:47 Trabajando..., vas 24 minutos
2025-07-23 17:13:47 ¡Hora de descansar!, vas 0 minutos
2025-07-23 17:14:47 ¡Hora de descansar!, vas 1 minutos
2025-07-23 17:15:47 ¡Hora de descansar!, vas 2 minutos
2025-07-23 17:16:47 ¡Hora de descansar!, vas 3 minutos
2025-07-23 17:17:47 ¡Hora de descansar!, vas 4 minutos
2025-07-23 17:18:47 Trabajando..., vas 0 minutos
2025-07-23 17:19:47 Trabajando..., vas 1 minutos
2025-07-23 17:20:47 Trabajando..., vas 2 minutos
2025-07-23 17:21:47 Trabajando..., vas 3 minutos
2025-07-23 17:22:47 Trabajando..., vas 4 minutos
2025-07-23 17:23:47 Trabajando..., vas 5 minutos
2025-07-23 17:24:47 Trabajando..., vas 6 minutos
2025-07-23 17:25:47 Trabajando..., vas 7 minutos
2025-07-23 17:26:47 Trabajando..., vas 8 minutos
2025-07-23 17:27:47 Trabajando..., vas 9 minutos
2025-07-23 17:28:48 Trabajando..., vas 10 minutos
2025-07-23 17:29:48 Trabajando..., vas 11 minutos
2025-07-23 17:30:48 Trabajando..., vas 12 minutos
2025-07-23 17:31:48 Trabajando..., vas 13 minutos
2025-07-23 17:32:48 Trabajando..., vas 14 minutos
2025-07-23 17:33:48 Trabajando..., vas 15 minutos
2025-07-23 17:34:48 Trabajando..., vas 16 minutos
2025-07-23 17:35:48 Trabajando..., vas 17 minutos
2025-07-23 17:36:48 Trabajando..., vas 18 minutos
2025-07-23 17:37:48 Trabajando..., vas 19 minutos
2025-07-23 17:38:48 Trabajando..., vas 20 minutos
2025-07-23 17:39:48 Trabajando..., vas 21 minutos
2025-07-23 17:40:48 Trabajando..., vas 22 minutos
2025-07-23 17:41:48 Trabajando..., vas 23 minutos
2025-07-23 17:42:48 Trabajando..., vas 24 minutos
2025-07-23 17:43:48 ¡Hora de descansar!, vas 0 minutos
2025-07-23 17:44:48 ¡Hora de descansar!, vas 1 minutos
2025-07-23 17:45:48 ¡Hora de descansar!, vas 2 minutos
2025-07-23 17:46:48 ¡Hora de descansar!, vas 3 minutos
2025-07-23 17:47:48 ¡Hora de descansar!, vas 4 minutos
2025-07-23 17:48:48 Trabajando..., vas 0 minutos
2025-07-23 17:49:49 Trabajando..., vas 1 minutos
2025-07-23 17:50:49 Trabajando..., vas 2 minutos
2025-07-23 17:51:49 Trabajando..., vas 3 minutos
2025-07-23 17:52:49 Trabajando..., vas 4 minutos
2025-07-23 17:53:49 Trabajando..., vas 5 minutos
2025-07-23 17:54:49 Trabajando..., vas 6 minutos
2025-07-23 17:55:49 Trabajando..., vas 7 minutos
2025-07-23 17:56:49 Trabajando..., vas 8 minutos
2025-07-23 17:57:49 Trabajando..., vas 9 minutos
2025-07-23 17:58:49 Trabajando..., vas 10 minutos
2025-07-23 17:59:49 Trabajando..., vas 11 minutos
2025-07-23 18:00:49 Trabajando..., vas 12 minutos
2025-07-23 18:01:49 Trabajando..., vas 13 minutos
2025-07-23 18:02:49 Trabajando..., vas 14 minutos
2025-07-23 18:03:49 Trabajando..., vas 15 minutos
2025-07-23 18:04:49 Trabajando..., vas 16 minutos
2025-07-23 18:05:49 Trabajando..., vas 17 minutos
2025-07-23 18:06:49 Trabajando..., vas 18 minutos
2025-07-23 18:07:49 Trabajando..., vas 19 minutos
2025-07-23 18:08:49 Trabajando..., vas 20 minutos
2025-07-23 18:09:49 Trabajando..., vas 21 minutos
2025-07-23 18:10:49 Trabajando..., vas 22 minutos
2025-07-23 18:11:50 Trabajando..., vas 23 minutos
2025-07-23 18:12:50 Trabajando..., vas 24 minutos
2025-07-23 18:13:50 ¡Hora de descansar!, vas 0 minutos
2025-07-23 18:14:50 ¡Hora de descansar!, vas 1 minutos
2025-07-23 18:15:50 ¡Hora de descansar!, vas 2 minutos
2025-07-23 18:16:50 ¡Hora de descansar!, vas 3 minutos
2025-07-23 18:17:50 ¡Hora de descansar!, vas 4 minutos
2025-07-23 22:00:24 Fuera del horario laboral. Ciclo Pomodoro pausado.
2025-07-23 22:00:24 Esperando a reiniciar el trabajo..., te quedan 41 minutos de descanso
2025-07-24 10:13:48 Trabajando..., vas 0 minutos
2025-07-24 10:14:48 Trabajando..., vas 1 minutos
2025-07-24 10:15:48 Trabajando..., vas 2 minutos
2025-07-24 10:16:48 Trabajando..., vas 3 minutos
2025-07-24 10:17:48 Trabajando..., vas 4 minutos
2025-07-24 10:18:48 Trabajando..., vas 5 minutos
2025-07-24 10:19:48 Trabajando..., vas 6 minutos
2025-07-24 10:20:48 Trabajando..., vas 7 minutos
2025-07-24 10:21:48 Trabajando..., vas 8 minutos
2025-07-24 10:22:48 Trabajando..., vas 9 minutos
2025-07-24 10:23:48 Trabajando..., vas 10 minutos
2025-07-24 10:24:48 Trabajando..., vas 11 minutos
2025-07-24 10:25:48 Trabajando..., vas 12 minutos
2025-07-24 10:26:48 Trabajando..., vas 13 minutos
2025-07-24 10:27:48 Trabajando..., vas 14 minutos
2025-07-24 10:28:48 Trabajando..., vas 15 minutos
2025-07-24 10:29:48 Trabajando..., vas 16 minutos
2025-07-24 10:30:48 Trabajando..., vas 17 minutos
2025-07-24 10:31:48 Trabajando..., vas 18 minutos
2025-07-24 10:32:48 Trabajando..., vas 19 minutos
2025-07-24 10:33:48 Trabajando..., vas 20 minutos
2025-07-24 10:34:48 Trabajando..., vas 21 minutos
2025-07-24 10:35:48 Trabajando..., vas 22 minutos
2025-07-24 10:36:48 Trabajando..., vas 23 minutos
2025-07-24 10:37:48 Trabajando..., vas 24 minutos
2025-07-24 10:38:49 ¡Hora de descansar!, vas 0 minutos
2025-07-24 10:39:49 ¡Hora de descansar!, vas 1 minutos
2025-07-24 10:40:49 ¡Hora de descansar!, vas 2 minutos
2025-07-24 10:41:49 ¡Hora de descansar!, vas 3 minutos
2025-07-24 10:42:49 ¡Hora de descansar!, vas 4 minutos
2025-07-24 10:43:49 Trabajando..., vas 0 minutos
2025-07-24 10:44:49 Trabajando..., vas 1 minutos
2025-07-24 10:45:49 Trabajando..., vas 2 minutos
2025-07-24 10:46:49 Trabajando..., vas 3 minutos
2025-07-24 10:47:49 Trabajando..., vas 4 minutos
2025-07-24 10:48:49 Trabajando..., vas 5 minutos
2025-07-24 10:49:49 Trabajando..., vas 6 minutos
2025-07-24 10:50:49 Trabajando..., vas 7 minutos
2025-07-24 10:51:49 Trabajando..., vas 8 minutos
2025-07-24 10:52:49 Trabajando..., vas 9 minutos
2025-07-24 10:53:49 Trabajando..., vas 10 minutos
2025-07-24 10:54:49 Trabajando..., vas 11 minutos
2025-07-24 10:55:49 Trabajando..., vas 12 minutos
2025-07-24 10:56:49 Trabajando..., vas 13 minutos
2025-07-24 10:57:49 Trabajando..., vas 14 minutos
2025-07-24 10:58:49 Trabajando..., vas 15 minutos
2025-07-24 10:59:49 Trabajando..., vas 16 minutos
2025-07-24 11:00:49 Trabajando..., vas 17 minutos
2025-07-24 11:01:49 Trabajando..., vas 18 minutos
2025-07-24 11:02:49 Trabajando..., vas 19 minutos
2025-07-24 11:03:49 Trabajando..., vas 20 minutos
2025-07-24 11:04:49 Trabajando..., vas 21 minutos
2025-07-24 11:05:49 Trabajando..., vas 22 minutos
2025-07-24 11:06:49 Trabajando..., vas 23 minutos
2025-07-24 11:07:49 Trabajando..., vas 24 minutos
2025-07-24 11:08:49 ¡Hora de descansar!, vas 0 minutos
2025-07-24 11:09:49 ¡Hora de descansar!, vas 1 minutos
2025-07-24 11:10:49 ¡Hora de descansar!, vas 2 minutos
2025-07-24 11:11:49 ¡Hora de descansar!, vas 3 minutos
2025-07-24 11:12:49 ¡Hora de descansar!, vas 4 minutos
2025-07-24 11:13:49 Trabajando..., vas 0 minutos
2025-07-24 11:14:50 Trabajando..., vas 1 minutos
2025-07-24 11:15:50 Trabajando..., vas 2 minutos
2025-07-24 11:16:50 Trabajando..., vas 3 minutos
2025-07-24 11:17:50 Trabajando..., vas 4 minutos
2025-07-24 11:18:50 Trabajando..., vas 5 minutos
2025-07-24 11:19:50 Trabajando..., vas 6 minutos
2025-07-24 11:20:50 Trabajando..., vas 7 minutos
2025-07-24 11:21:50 Trabajando..., vas 8 minutos
2025-07-24 11:22:50 Trabajando..., vas 9 minutos
2025-07-24 11:23:50 Trabajando..., vas 10 minutos
2025-07-24 11:24:50 Trabajando..., vas 11 minutos
2025-07-24 11:25:50 Trabajando..., vas 12 minutos
2025-07-24 11:26:50 Trabajando..., vas 13 minutos
2025-07-24 11:27:50 Trabajando..., vas 14 minutos
2025-07-24 11:28:50 Trabajando..., vas 15 minutos
2025-07-24 11:29:50 Trabajando..., vas 16 minutos
2025-07-24 11:30:50 Trabajando..., vas 17 minutos
2025-07-24 11:31:50 Trabajando..., vas 18 minutos
2025-07-24 11:32:50 Trabajando..., vas 19 minutos
2025-07-24 11:33:50 Trabajando..., vas 20 minutos
2025-07-24 11:34:50 Trabajando..., vas 21 minutos
2025-07-24 11:35:50 Trabajando..., vas 22 minutos
2025-07-24 11:36:50 Trabajando..., vas 23 minutos
2025-07-24 11:37:50 Trabajando..., vas 24 minutos
2025-07-24 11:38:50 ¡Hora de descansar!, vas 0 minutos
2025-07-24 11:39:50 ¡Hora de descansar!, vas 1 minutos
2025-07-24 11:40:50 ¡Hora de descansar!, vas 2 minutos
2025-07-24 11:41:50 ¡Hora de descansar!, vas 3 minutos
2025-07-24 11:42:50 ¡Hora de descansar!, vas 4 minutos
2025-07-24 11:43:50 Trabajando..., vas 0 minutos
2025-07-24 11:44:50 Trabajando..., vas 1 minutos
2025-07-24 11:45:50 Trabajando..., vas 2 minutos
2025-07-24 11:46:50 Trabajando..., vas 3 minutos
2025-07-24 11:47:50 Trabajando..., vas 4 minutos
2025-07-24 11:48:50 Trabajando..., vas 5 minutos
2025-07-24 11:49:50 Trabajando..., vas 6 minutos
2025-07-24 11:50:50 Trabajando..., vas 7 minutos
2025-07-24 11:51:50 Trabajando..., vas 8 minutos
2025-07-24 11:52:50 Trabajando..., vas 9 minutos
2025-07-24 11:53:50 Trabajando..., vas 10 minutos
2025-07-24 11:54:51 Trabajando..., vas 11 minutos
2025-07-24 11:55:51 Trabajando..., vas 12 minutos
2025-07-24 11:56:51 Trabajando..., vas 13 minutos
2025-07-24 11:57:51 Trabajando..., vas 14 minutos
2025-07-24 11:58:51 Trabajando..., vas 15 minutos
2025-07-24 11:59:51 Trabajando..., vas 16 minutos
2025-07-24 12:00:51 Trabajando..., vas 17 minutos
2025-07-24 12:01:51 Trabajando..., vas 18 minutos
2025-07-24 12:02:51 Trabajando..., vas 19 minutos
2025-07-24 12:03:51 Trabajando..., vas 20 minutos
2025-07-24 12:04:51 Trabajando..., vas 21 minutos
2025-07-24 12:05:51 Trabajando..., vas 22 minutos
2025-07-24 12:06:51 Trabajando..., vas 23 minutos
2025-07-24 12:07:51 Trabajando..., vas 24 minutos
2025-07-24 12:08:51 ¡Hora de descansar!, vas 0 minutos
2025-07-24 12:09:51 ¡Hora de descansar!, vas 1 minutos
2025-07-24 12:10:51 ¡Hora de descansar!, vas 2 minutos
2025-07-24 12:11:51 ¡Hora de descansar!, vas 3 minutos
2025-07-24 12:12:51 ¡Hora de descansar!, vas 4 minutos
2025-07-24 12:13:51 Trabajando..., vas 0 minutos
2025-07-24 12:14:52 Trabajando..., vas 1 minutos
2025-07-24 12:15:52 Trabajando..., vas 2 minutos
2025-07-24 12:16:52 Trabajando..., vas 3 minutos
2025-07-24 12:17:52 Trabajando..., vas 4 minutos
2025-07-24 12:18:52 Trabajando..., vas 5 minutos
2025-07-24 12:19:52 Trabajando..., vas 6 minutos
2025-07-24 12:20:52 Trabajando..., vas 7 minutos
2025-07-24 12:21:52 Trabajando..., vas 8 minutos
2025-07-24 12:22:52 Trabajando..., vas 9 minutos
2025-07-24 12:23:52 Trabajando..., vas 10 minutos
2025-07-24 12:24:52 Trabajando..., vas 11 minutos
2025-07-24 12:25:52 Trabajando..., vas 12 minutos
2025-07-24 12:26:52 Trabajando..., vas 13 minutos
2025-07-24 12:27:52 Trabajando..., vas 14 minutos
2025-07-24 12:28:52 Trabajando..., vas 15 minutos
2025-07-24 12:29:52 Trabajando..., vas 16 minutos
2025-07-24 12:30:52 Trabajando..., vas 17 minutos
2025-07-24 12:31:52 Trabajando..., vas 18 minutos
2025-07-24 12:32:52 Trabajando..., vas 19 minutos
2025-07-24 12:33:52 Trabajando..., vas 20 minutos
2025-07-24 12:34:52 Trabajando..., vas 21 minutos
2025-07-24 12:35:52 Trabajando..., vas 22 minutos
2025-07-24 12:36:52 Trabajando..., vas 23 minutos
2025-07-24 12:37:52 Trabajando..., vas 24 minutos
2025-07-24 12:38:52 ¡Hora de descansar!, vas 0 minutos
2025-07-24 12:39:52 ¡Hora de descansar!, vas 1 minutos
2025-07-24 12:40:53 ¡Hora de descansar!, vas 2 minutos
2025-07-24 12:41:53 ¡Hora de descansar!, vas 3 minutos
2025-07-24 12:42:53 ¡Hora de descansar!, vas 4 minutos
2025-07-24 12:43:53 Trabajando..., vas 0 minutos
2025-07-24 12:44:53 Trabajando..., vas 1 minutos
2025-07-24 12:45:53 Trabajando..., vas 2 minutos
2025-07-24 12:46:28 Trabajando..., vas 0 minutos
2025-07-24 12:46:44 Trabajando..., vas 0 minutos
2025-07-24 12:47:05 Trabajando..., vas 0 minutos
2025-07-24 12:47:51 Trabajando..., vas 0 minutos
2025-07-24 12:48:33 Trabajando..., vas 0 minutos
2025-07-24 12:49:33 Trabajando..., vas 1 minutos
2025-07-24 12:50:33 Trabajando..., vas 2 minutos
2025-07-24 12:51:33 Trabajando..., vas 3 minutos
2025-07-24 12:52:33 Trabajando..., vas 4 minutos
2025-07-24 12:53:33 Trabajando..., vas 5 minutos
2025-07-24 12:53:55 Trabajando..., vas 0 minutos
2025-07-24 12:54:33 Trabajando..., vas 6 minutos
2025-07-24 12:55:33 Trabajando..., vas 7 minutos
2025-07-24 12:56:33 Trabajando..., vas 8 minutos
2025-07-24 12:57:33 Trabajando..., vas 9 minutos
2025-07-24 12:58:33 Trabajando..., vas 10 minutos
2025-07-24 12:59:33 Trabajando..., vas 11 minutos
2025-07-24 13:00:33 ¡Hora de almorzar!
2025-07-24 13:14:22 ¡Hora de almorzar!
2025-07-24 13:16:16 ¡Hora de almorzar!
2025-07-24 15:25:49 Trabajando..., vas 0 minutos
2025-07-24 15:27:25 Trabajando..., vas 0 minutos
2025-07-24 15:28:25 Trabajando..., vas 1 minutos
2025-07-24 15:36:46 Trabajando..., vas 0 minutos
2025-07-24 15:37:46 Trabajando..., vas 1 minutos
2025-07-24 15:38:46 Trabajando..., vas 2 minutos
2025-07-24 15:39:10 Trabajando..., vas 0 minutos
2025-07-24 15:44:28 Trabajando..., vas 0 minutos
2025-07-24 15:46:30 Trabajando..., vas 0 minutos
2025-07-24 15:50:38 Trabajando..., vas 0 minutos
2025-07-24 15:51:38 Trabajando..., vas 1 minutos
2025-07-24 15:52:38 Trabajando..., vas 2 minutos
2025-07-24 15:53:38 Trabajando..., vas 3 minutos
2025-07-24 15:54:38 Trabajando..., vas 4 minutos
2025-07-24 15:55:38 Trabajando..., vas 5 minutos
2025-07-24 15:56:38 Trabajando..., vas 6 minutos
2025-07-24 15:57:38 Trabajando..., vas 7 minutos
2025-07-24 15:58:38 Trabajando..., vas 8 minutos
2025-07-24 15:59:38 Trabajando..., vas 9 minutos
2025-07-24 16:00:38 Trabajando..., vas 10 minutos
2025-07-24 16:01:39 Trabajando..., vas 11 minutos
2025-07-24 16:02:39 Trabajando..., vas 12 minutos
2025-07-24 16:03:39 Trabajando..., vas 13 minutos
2025-07-24 16:04:39 Trabajando..., vas 14 minutos
2025-07-24 16:05:39 Trabajando..., vas 15 minutos
2025-07-24 16:06:39 Trabajando..., vas 16 minutos
2025-07-24 16:07:39 Trabajando..., vas 17 minutos
2025-07-24 16:08:39 Trabajando..., vas 18 minutos
2025-07-24 16:09:39 Trabajando..., vas 19 minutos
2025-07-24 16:10:39 Trabajando..., vas 20 minutos
2025-07-24 16:11:39 Trabajando..., vas 21 minutos
2025-07-24 16:12:39 Trabajando..., vas 22 minutos
2025-07-24 16:13:39 Trabajando..., vas 23 minutos
2025-07-24 16:14:39 Trabajando..., vas 24 minutos
2025-07-24 16:15:39 ¡Hora de descansar!, vas 0 minutos
2025-07-24 16:16:39 ¡Hora de descansar!, vas 1 minutos
2025-07-24 16:17:39 ¡Hora de descansar!, vas 2 minutos
2025-07-24 16:18:39 ¡Hora de descansar!, vas 3 minutos
2025-07-24 16:19:39 ¡Hora de descansar!, vas 4 minutos
2025-07-24 16:20:39 Trabajando..., vas 0 minutos
2025-07-24 16:21:39 Trabajando..., vas 1 minutos
2025-07-24 16:22:39 Trabajando..., vas 2 minutos
2025-07-24 16:23:39 Trabajando..., vas 3 minutos
2025-07-24 16:24:39 Trabajando..., vas 4 minutos
2025-07-24 16:25:39 Trabajando..., vas 5 minutos
2025-07-24 16:26:39 Trabajando..., vas 6 minutos
2025-07-24 16:27:39 Trabajando..., vas 7 minutos
2025-07-24 16:28:39 Trabajando..., vas 8 minutos
2025-07-24 16:29:39 Trabajando..., vas 9 minutos
2025-07-24 16:30:39 Trabajando..., vas 10 minutos
2025-07-24 16:31:39 Trabajando..., vas 11 minutos
2025-07-24 16:32:39 Trabajando..., vas 12 minutos
2025-07-24 16:33:39 Trabajando..., vas 13 minutos
2025-07-24 16:34:39 Trabajando..., vas 14 minutos
2025-07-24 16:35:39 Trabajando..., vas 15 minutos
2025-07-24 16:36:39 Trabajando..., vas 16 minutos
2025-07-24 16:37:39 Trabajando..., vas 17 minutos
2025-07-24 16:38:39 Trabajando..., vas 18 minutos
2025-07-24 16:39:39 Trabajando..., vas 19 minutos
2025-07-24 16:40:39 Trabajando..., vas 20 minutos
2025-07-24 16:41:39 Trabajando..., vas 21 minutos
2025-07-24 16:42:39 Trabajando..., vas 22 minutos
2025-07-24 16:43:39 Trabajando..., vas 23 minutos
2025-07-24 16:44:39 Trabajando..., vas 24 minutos
2025-07-24 16:45:39 ¡Hora de descansar!, vas 0 minutos
2025-07-24 16:46:39 ¡Hora de descansar!, vas 1 minutos
2025-07-24 16:47:39 ¡Hora de descansar!, vas 2 minutos
2025-07-24 16:48:39 ¡Hora de descansar!, vas 3 minutos
2025-07-24 16:49:39 ¡Hora de descansar!, vas 4 minutos
2025-07-24 16:50:39 Trabajando..., vas 0 minutos
2025-07-24 16:51:40 Trabajando..., vas 1 minutos
2025-07-24 16:52:40 Trabajando..., vas 2 minutos
2025-07-24 16:53:40 Trabajando..., vas 3 minutos
2025-07-24 16:54:40 Trabajando..., vas 4 minutos
2025-07-24 16:55:40 Trabajando..., vas 5 minutos
2025-07-24 16:56:40 Trabajando..., vas 6 minutos
2025-07-24 16:57:40 Trabajando..., vas 7 minutos
2025-07-24 16:58:40 Trabajando..., vas 8 minutos
2025-07-24 16:59:40 Trabajando..., vas 9 minutos
2025-07-24 17:00:40 Trabajando..., vas 10 minutos
2025-07-24 17:01:40 Trabajando..., vas 11 minutos
2025-07-24 17:02:40 Trabajando..., vas 12 minutos
2025-07-24 17:03:40 Trabajando..., vas 13 minutos
2025-07-24 17:04:40 Trabajando..., vas 14 minutos
2025-07-24 17:05:40 Trabajando..., vas 15 minutos
2025-07-24 17:06:40 Trabajando..., vas 16 minutos
2025-07-24 17:07:40 Trabajando..., vas 17 minutos
2025-07-24 17:08:40 Trabajando..., vas 18 minutos
2025-07-24 17:09:40 Trabajando..., vas 19 minutos
2025-07-24 17:10:40 Trabajando..., vas 20 minutos
2025-07-24 17:11:40 Trabajando..., vas 21 minutos
2025-07-24 17:12:40 Trabajando..., vas 22 minutos
2025-07-24 17:13:40 Trabajando..., vas 23 minutos
2025-07-24 17:14:40 Trabajando..., vas 24 minutos
2025-07-24 17:15:40 ¡Hora de descansar!, vas 0 minutos
2025-07-24 17:16:40 ¡Hora de descansar!, vas 1 minutos
2025-07-24 17:17:40 ¡Hora de descansar!, vas 2 minutos
2025-07-24 17:18:40 ¡Hora de descansar!, vas 3 minutos
2025-07-24 17:19:40 ¡Hora de descansar!, vas 4 minutos
2025-07-24 17:20:40 Trabajando..., vas 0 minutos
2025-07-24 17:21:40 Trabajando..., vas 1 minutos
2025-07-24 17:22:40 Trabajando..., vas 2 minutos
2025-07-24 17:23:40 Trabajando..., vas 3 minutos
2025-07-24 17:24:40 Trabajando..., vas 4 minutos
2025-07-24 17:25:40 Trabajando..., vas 5 minutos
2025-07-24 17:26:40 Trabajando..., vas 6 minutos
2025-07-24 17:27:40 Trabajando..., vas 7 minutos
2025-07-24 17:28:40 Trabajando..., vas 8 minutos
2025-07-24 17:29:40 Trabajando..., vas 9 minutos
2025-07-24 17:30:40 Trabajando..., vas 10 minutos
2025-07-24 17:31:40 Trabajando..., vas 11 minutos
2025-07-24 17:32:40 Trabajando..., vas 12 minutos
2025-07-24 17:33:40 Trabajando..., vas 13 minutos
2025-07-24 17:34:40 Trabajando..., vas 14 minutos
2025-07-24 17:35:40 Trabajando..., vas 15 minutos
2025-07-24 17:36:40 Trabajando..., vas 16 minutos
2025-07-24 17:37:40 Trabajando..., vas 17 minutos
2025-07-24 17:38:40 Trabajando..., vas 18 minutos
2025-07-24 17:39:40 Trabajando..., vas 19 minutos
2025-07-24 17:40:41 Trabajando..., vas 20 minutos
2025-07-24 17:41:41 Trabajando..., vas 21 minutos
2025-07-24 17:42:41 Trabajando..., vas 22 minutos
2025-07-24 17:43:41 Trabajando..., vas 23 minutos
2025-07-24 17:44:41 Trabajando..., vas 24 minutos
2025-07-24 17:45:41 ¡Hora de descansar!, vas 0 minutos
2025-07-24 17:46:41 ¡Hora de descansar!, vas 1 minutos
2025-07-24 17:47:41 ¡Hora de descansar!, vas 2 minutos
2025-07-24 17:48:41 ¡Hora de descansar!, vas 3 minutos
2025-07-24 17:49:41 ¡Hora de descansar!, vas 4 minutos
2025-07-24 17:50:41 Trabajando..., vas 0 minutos
2025-07-24 17:51:41 Trabajando..., vas 1 minutos
2025-07-24 17:52:41 Trabajando..., vas 2 minutos
2025-07-24 17:53:41 Trabajando..., vas 3 minutos
2025-07-24 17:54:41 Trabajando..., vas 4 minutos
2025-07-24 17:55:41 Trabajando..., vas 5 minutos
2025-07-24 17:56:41 Trabajando..., vas 6 minutos
2025-07-24 17:57:41 Trabajando..., vas 7 minutos
2025-07-24 17:58:41 Trabajando..., vas 8 minutos
2025-07-24 17:59:41 Trabajando..., vas 9 minutos
2025-07-24 18:00:41 Trabajando..., vas 10 minutos
2025-07-24 18:01:41 Trabajando..., vas 11 minutos
2025-07-24 18:02:41 Trabajando..., vas 12 minutos
2025-07-24 18:03:41 Trabajando..., vas 13 minutos
2025-07-24 18:04:41 Trabajando..., vas 14 minutos
2025-07-24 18:05:41 Trabajando..., vas 15 minutos
2025-07-24 18:06:41 Trabajando..., vas 16 minutos
2025-07-24 18:07:41 Trabajando..., vas 17 minutos
2025-07-24 18:08:41 Trabajando..., vas 18 minutos
